CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
806215036,57,M,2,High School,Married,$60K - $80K,Blue,52,3,2,2,4399.586492510463,2318,2081.5780041678117,0.8367281090315517,2572,43,0.3468680152566759,0.7857445188560033,Attrited Customer
720806354,52,F,2,Graduate,Married,Less than $40K,Blue,42,2,2,2,3704.284364577137,1521,2183.077595018564,0.7812086623210294,2360,42,0.6797242914029968,0.40277815175073334,Attrited Customer
716955655,50,F,2,Graduate,Single,Less than $40K,Blue,41,2,1,3,3890.7941907321915,2399,1491.409865731568,0.7454128531726025,2658,48,0.9894610182743904,0.6931062172594237,Attrited Customer
711122956,41,F,2,Graduate,Single,Less than $40K,Blue,33,4,2,3,1764.0111559080065,0,1764.0111559080065,0.5520287943030976,2105,56,0.8390447743875391,0.0,Attrited Customer
719211414,45,M,2,Graduate,Married,$60K - $80K,Blue,36,1,1,2,3434.354045573046,5,3428.856558001351,0.8977837698571324,744,18,0.9991066855713853,0.00029485928572858426,Attrited Customer
718921338,45,F,4,Doctorate,Married,Less than $40K,Blue,31,4,2,2,1812.1654234062166,0,1812.1654234062166,0.631943460604014,2322,40,0.5678107242160544,0.0,Attrited Customer
826462593,45,F,1,Graduate,Divorced,$80K - $120K,Blue,41,4,3,1,1443.7661311136278,0,1443.7661311136278,0.6555029244414791,1895,43,0.6333898487526374,0.0,Attrited Customer
715494155,51,F,2,Graduate,Married,$40K - $60K,Blue,36,2,3,3,5426.481567394785,0,5426.481567394785,1.0008246980812099,8586,61,0.6642364060409832,0.0,Attrited Customer
720632372,49,F,1,College,Married,Less than $40K,Blue,38,4,2,4,3491.1601598973502,76,3415.1302505104436,0.7353146079199947,2351,42,0.42372286621324395,0.00477527756001509,Attrited Customer
718671231,35,M,3,Doctorate,Married,$60K - $80K,Blue,30,4,3,3,13431.417987368488,1459,11972.0814374396,0.730651271959552,2166,52,0.4879322829535718,0.1069670769581385,Attrited Customer
717781978,50,M,3,Graduate,Married,$40K - $60K,Gold,39,1,2,3,12203.846820572715,0,12203.846820572715,0.41186792290806273,4143,53,0.5624308674087237,0.0,Attrited Customer
711013940,54,F,3,Uneducated,Married,$40K - $60K,Blue,44,2,3,3,2199.032432831433,0,2199.032432831433,0.58493532807731,622,12,0.714507230766196,0.0,Attrited Customer
720523638,46,F,4,Doctorate,Married,Less than $40K,Blue,27,3,2,3,9046.912499926126,2250,6796.696382769524,0.693815740874995,2448,50,0.6265898920312479,0.27088418096879224,Attrited Customer
720593429,49,F,1,Graduate,Married,$60K - $80K,Blue,36,3,3,2,9367.551883092288,1958,7409.020742762509,0.8963071080619412,5462,50,0.8998313341375517,0.20873945838359698,Attrited Customer
716572506,52,F,3,Doctorate,Single,$80K - $120K,Blue,36,3,2,3,4845.310336051116,134,4711.086101297238,0.5778009205991453,1795,39,0.2926266973533048,0.009193440736566959,Attrited Customer
817823903,57,F,0,Graduate,Single,$40K - $60K,Blue,51,3,3,3,15491.31279349995,0,15491.31279349995,0.8122694714734221,2252,45,0.9138932956807831,0.0,Attrited Customer
714103437,49,F,2,Uneducated,Single,$120K +,Blue,35,1,2,3,7570.033930898989,2114,5455.383136929151,0.2983336115282825,1900,41,0.23086037723235103,0.2650263484116448,Attrited Customer
717051293,42,F,1,College,Married,Less than $40K,Blue,40,3,2,3,4103.310696272265,1217,2885.860894411785,0.9267716715240552,5393,59,0.6638471886553767,0.176063459625433,Attrited Customer
716701139,58,F,1,Graduate,Married,$80K - $120K,Blue,46,2,2,4,4678.5953062797,0,4678.5953062797,0.7660538078269707,4555,59,0.8423868289934373,0.0,Attrited Customer
714011301,44,F,4,High School,Single,Less than $40K,Blue,39,4,3,4,4797.87693903955,302,4495.85741139043,0.5373316462819522,1953,40,0.4360903838071275,0.03123612165763083,Attrited Customer
716294071,56,F,2,Uneducated,Divorced,Less than $40K,Blue,39,2,3,3,1549.367885287501,0,1549.367885287501,0.36412672184759415,1898,32,0.17067962835182646,0.0,Attrited Customer
709994730,33,M,1,Post-Graduate,Married,$80K - $120K,Platinum,36,5,3,4,12092.005961000654,22,12069.867705266957,0.8607996025999564,7638,68,0.6137603179200348,0.002224950324994552,Attrited Customer
714241299,45,F,3,Post-Graduate,Married,Less than $40K,Blue,39,5,2,2,4748.311853561938,2329,2418.9831510202207,0.4875588872633581,2278,45,0.5765264604999258,0.5442136101808961,Attrited Customer
719699339,37,F,0,College,Single,$80K - $120K,Blue,37,4,3,5,6410.56705773174,0,6410.56705773174,0.9830623218280865,7332,75,0.7322166722868871,0.0,Attrited Customer
712750025,42,F,2,College,Married,$60K - $80K,Blue,35,3,2,3,10828.56579723891,1275,9553.124284318814,0.5834965034946984,1837,41,0.31425524475795236,0.1127307692208413,Attrited Customer
716688804,50,F,1,High School,Married,$80K - $120K,Blue,42,3,3,3,2035.0701876371493,1410,624.4622294450583,0.8418154256077607,2857,45,0.4288312998674759,0.8276153443022631,Attrited Customer
793684684,52,F,3,Graduate,Married,$80K - $120K,Blue,46,3,2,2,14587.918397581287,1842,12745.330299600224,0.7679282637719038,2648,39,0.3665119502426275,0.12298561798204957,Attrited Customer
717584697,46,F,2,Uneducated,Married,$60K - $80K,Blue,38,4,2,2,1648.222874520298,1050,597.5290006317477,0.8442423352926866,2384,43,0.3926301641972023,0.6471362254067199,Attrited Customer
770383795,51,F,2,High School,Married,$60K - $80K,Blue,42,2,4,2,4488.916092253694,982,3506.624555226073,0.8948926491471196,5553,63,0.593355894882718,0.3634739241786555,Attrited Customer
713205938,40,M,3,Graduate,Single,$60K - $80K,Platinum,22,2,1,3,34099.72046020107,0,34099.72046020107,0.63935695536167,1045,26,0.30863517085757464,0.0,Attrited Customer
717660924,56,F,2,College,Married,$80K - $120K,Blue,43,1,2,3,3244.721106435773,1053,2190.9479265775044,0.7591474454356723,1997,42,0.8590634538776323,0.4636601991376383,Attrited Customer
713213875,43,F,1,Unknown,Married,$40K - $60K,Blue,32,3,2,3,2281.425214555588,0,2281.425214555588,0.5512723293291425,2108,48,0.43593304150803786,0.0,Attrited Customer
713728186,45,F,2,Uneducated,Divorced,$60K - $80K,Blue,35,2,1,4,3131.13483280171,1492,1638.8710448810848,0.35278613768906203,1786,37,0.44836380637925444,0.5318489872620845,Attrited Customer
717706298,42,F,4,Uneducated,Married,$120K +,Blue,33,3,2,3,28232.62955418617,166,28066.399796935184,0.9913391465424122,4820,58,0.8311549952204975,0.10694368557087347,Attrited Customer
797280049,44,M,3,Unknown,Married,$40K - $60K,Gold,38,3,2,2,14111.182936259573,744,13366.270354906674,0.609102801401461,1936,42,0.4845226050462187,0.02161915332847004,Attrited Customer
812411497,49,F,0,Post-Graduate,Married,Less than $40K,Blue,44,3,3,2,2095.322296541853,26,2069.159714963759,0.8951110049402098,2607,44,0.46742406835034106,0.012325692765131008,Attrited Customer
719880315,45,M,1,College,Married,$40K - $60K,Platinum,34,4,2,3,19717.446235581723,0,19717.446235581723,0.304459678746504,1619,39,0.34000471511803637,0.0,Attrited Customer
711246411,50,F,3,Graduate,Married,Less than $40K,Blue,40,5,3,3,2585.6843832169507,13,2571.7497856916166,0.7001920300679154,2280,40,0.3655007078611982,0.00326316524327451,Attrited Customer
779504344,49,F,3,Graduate,Married,$120K +,Platinum,31,5,2,2,32187.152544058357,0,32187.152544058357,0.33360255987005005,1509,38,0.30627430583308113,0.0,Attrited Customer
718155181,44,F,2,Doctorate,Married,Less than $40K,Blue,37,3,3,4,1959.3220689781333,0,1959.3220689781333,0.7817889921548826,3211,45,0.6346611194917915,0.0,Attrited Customer
715490736,39,F,4,High School,Married,Less than $40K,Blue,36,3,3,3,9786.32312442628,0,9786.32312442628,0.5079309290978093,4635,58,0.8469228292178288,0.0,Attrited Customer
797042593,43,M,3,Post-Graduate,Single,$40K - $60K,Blue,37,4,2,2,1755.4680286331918,0,1755.4680286331918,0.6641265075540128,2167,43,0.5540806300719373,0.0,Attrited Customer
712900403,44,F,2,College,Single,$80K - $120K,Blue,34,3,2,2,1777.3732204608707,3,1773.496436251983,0.5080710501953507,2073,36,0.4228099227354171,0.00045935338940855934,Attrited Customer
716125873,38,F,2,Graduate,Married,$60K - $80K,Blue,29,3,2,3,26455.298627237724,1086,25368.703206838374,0.7695046763991091,4886,54,0.6407930338005667,0.037473257176477724,Attrited Customer
718315865,48,M,2,Unknown,Divorced,$40K - $60K,Blue,34,1,2,2,26525.089879994386,1520,25004.891912648003,1.0588969461972997,6430,57,0.6693597610912108,0.0812741919950406,Attrited Customer
718743457,55,F,1,Graduate,Married,$40K - $60K,Blue,45,1,3,2,4539.913535698669,690,3849.7372075117337,0.7841469482954889,2855,48,0.5799110940835077,0.14872813832760723,Attrited Customer
779221311,47,F,1,College,Married,$80K - $120K,Blue,36,2,2,3,2104.315318472259,0,2104.315318472259,0.5508948854992287,1088,23,0.21799095085270515,0.0,Attrited Customer
715623386,36,F,1,High School,Single,Less than $40K,Blue,25,2,2,3,4881.323357407596,0,4881.323357407596,0.5034560638102281,4748,62,0.6559229016202525,0.0,Attrited Customer
708313675,56,F,1,High School,Married,Less than $40K,Blue,44,4,2,3,4189.9022451712535,253,3936.1159466919125,0.7211044465011973,1596,27,0.5244006642959884,0.03230007435191612,Attrited Customer
714625841,47,F,2,Graduate,Divorced,$60K - $80K,Blue,32,2,3,4,4315.076469896463,983,3331.700837013375,0.4549016594732528,1952,43,0.5588507407842968,0.29536431404831726,Attrited Customer
712730396,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36,5,2,2,4037.710966134451,841,3196.6071593341894,0.5670100300681776,1987,40,0.37440688716663606,0.20651654851114898,Attrited Customer
711968407,55,F,2,Post-Graduate,Single,$80K - $120K,Blue,43,1,1,4,1439.6336281421688,950,489.6196986325168,0.4540088442650638,1987,39,0.4491040970829302,0.6597536868023264,Attrited Customer
711105792,48,F,1,Doctorate,Single,Less than $40K,Blue,36,3,2,3,2849.8280528946248,669,2179.9495883146574,0.4010504116853424,1804,36,0.32669334337373745,0.21342639452896625,Attrited Customer
716888280,51,F,3,Post-Graduate,Married,Less than $40K,Blue,42,4,3,3,11650.97073930797,2517,9133.97073930797,0.2973326899770863,5096,53,0.5670746540938327,0.3171429316035427,Attrited Customer
714765290,48,F,2,High School,Married,$40K - $60K,Gold,41,3,2,2,15361.972994603962,175,15186.574966660002,0.7455142354152308,5650,63,0.8472114975977147,0.10743753848419138,Attrited Customer
717635301,57,M,1,Post-Graduate,Married,$80K - $120K,Blue,40,4,2,1,5351.085390072673,0,5351.085390072673,0.8987201469293284,5247,47,0.6573231231405835,0.0,Attrited Customer
712780938,46,F,3,Graduate,Married,Less than $40K,Blue,36,1,2,2,3574.174607974613,0,3574.174607974613,0.5190590715992754,2059,35,0.4530931115013597,0.0,Attrited Customer
713851135,48,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,3,2088.9632053383443,0,2088.9632053383443,0.5185158981807053,1657,38,0.5761308257032037,0.0,Attrited Customer
713815496,52,M,1,High School,Single,$60K - $80K,Blue,35,3,2,2,11671.016954323584,0,11671.016954323584,0.6017127003084601,2148,44,0.3770681208159165,0.0,Attrited Customer
713638502,48,M,3,High School,Married,$60K - $80K,Blue,34,5,3,2,2340.876242457735,45,2294.888829220295,0.4764331666667907,1928,38,0.6055367767490117,0.004388460905362043,Attrited Customer
716256064,44,F,2,High School,Married,$60K - $80K,Blue,34,2,2,2,8000.76144420358,504,7496.265586814222,0.6188321916150411,1731,33,0.4116936125884951,0.06960483683628013,Attrited Customer
709507348,45,F,3,College,Married,Less than $40K,Blue,33,4,2,3,5944.520787785594,1960,3984.1836480271086,0.4668381567898571,1929,32,0.2931893955699075,0.45128780378425537,Attrited Customer
709150914,54,F,1,Graduate,Married,$40K - $60K,Blue,42,3,2,4,1995.1603533737261,1144,851.0598014082708,0.5926032486407129,2246,38,0.5535662764952435,0.6280078419199788,Attrited Customer
708734843,46,F,1,Doctorate,Married,$120K +,Blue,33,5,3,2,4339.538544239926,1607,2732.1821613575676,0.6385530246362834,2117,43,0.4484060394987573,0.30049699002443075,Attrited Customer
827993834,57,F,1,Post-Graduate,Divorced,Less than $40K,Blue,53,3,4,3,3054.707625485339,759,2295.012845000628,0.7283238333282372,2108,44,0.42435853794784156,0.2325957244091723,Attrited Customer
708835501,42,F,2,High School,Married,$80K - $120K,Blue,31,1,3,3,8505.33844346856,1898,6606.432557459779,0.6754013054730474,4354,54,0.5580451753809454,0.2675963105940778,Attrited Customer
712195276,46,F,3,High School,Married,Less than $40K,Blue,33,3,2,3,28506.040532403058,1144,27361.39581877911,0.7172233302274159,1057,27,0.3635487004632358,0.0517670446672799,Attrited Customer
716327504,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,2,3,3193.537130719479,1112,2081.3837966964484,0.9677218896449504,4526,55,0.7998200522196426,0.3425101590933825,Attrited Customer
709168244,50,F,1,Uneducated,Married,$40K - $60K,Blue,35,2,2,3,2357.3340490617775,554,1802.930895480978,0.24583995733758485,1263,30,0.27485750127948294,0.25006981868473555,Attrited Customer
771542661,42,F,4,Graduate,Married,Less than $40K,Blue,30,3,1,3,3559.9324247449567,0,3559.9324247449567,0.7583524166575253,1027,36,0.43993524166575254,0.0,Attrited Customer
719071430,52,F,0,Graduate,Married,Less than $40K,Gold,38,2,2,2,31553.53519883768,0,31553.53519883768,0.6872663287367805,3746,52,0.4017829986792729,0.0,Attrited Customer
708500009,43,F,2,Post-Graduate,Married,$40K - $60K,Blue,36,4,2,4,19268.20223095265,1647,17620.925617221317,0.5742120240663227,2303,45,0.431940626069641,0.40389182299169046,Attrited Customer
710672995,43,F,1,High School,Single,$80K - $120K,Blue,44,2,3,4,8816.291446400506,1201,7614.7796543808345,0.7974330738170147,5365,46,0.6239212619632027,0.4775905436271964,Attrited Customer
720187344,46,F,3,Graduate,Married,$60K - $80K,Blue,35,1,3,4,4109.9653376698325,0,4109.9653376698325,0.8562827186044841,1341,27,0.7085873932540496,0.0,Attrited Customer
711729949,48,F,4,College,Divorced,Less than $40K,Blue,39,4,3,3,4326.6600337501095,147,4179.258813688148,0.8635465512336893,3792,47,0.38650110808432486,0.021518426286417775,Attrited Customer
719982111,38,F,2,Uneducated,Single,Less than $40K,Blue,25,2,2,3,1976.4748712147748,0,1976.4748712147748,0.8349083620478435,2503,49,0.6911755364878458,0.0,Attrited Customer
716330195,51,F,3,Uneducated,Married,Less than $40K,Blue,36,1,3,4,2181.3434814214093,76,2104.7582254258623,0.841049445445582,1396,36,0.340678866969009,0.026443780290626988,Attrited Customer
711238236,48,M,0,Graduate,Married,$60K - $80K,Blue,29,2,3,2,2879.2821352115825,343,2535.854608358328,0.7418204095160473,2098,33,0.46329678000654534,0.02892595776435833,Attrited Customer
714088983,51,F,2,High School,Married,$80K - $120K,Blue,40,3,2,3,3157.4207978392205,139,3018.3607839858114,0.5136396153379792,1860,37,0.39766927183200634,0.03624787090965646,Attrited Customer
708168684,39,M,1,Graduate,Married,$60K - $80K,Blue,36,1,3,2,3153.9889025751345,167,2986.7781436953937,0.5040085365387794,2290,43,0.5083404404970062,0.009043851141332118,Attrited Customer
772291125,30,F,1,College,Divorced,Less than $40K,Blue,19,3,3,3,7599.67173332306,0,7599.67173332306,0.7730439953170742,1345,30,0.43012328177951176,0.0,Attrited Customer
714978000,43,F,2,Graduate,Married,$60K - $80K,Blue,35,5,1,3,6131.691346666635,0,6131.691346666635,0.872005898953608,1272,28,0.9497237946309339,0.0,Attrited Customer
802069039,54,M,2,High School,Married,$40K - $60K,Blue,48,4,4,3,6118.85719083402,1609,4509.622779706555,0.7068914859587575,2470,45,0.4705845359016201,0.595988136573632,Attrited Customer
716040809,57,F,1,Doctorate,Single,$60K - $80K,Blue,44,3,3,3,10415.12621603246,1006,9409.106077643639,0.5182641699105237,2149,44,0.3483228785441553,0.11228307575176753,Attrited Customer
716595836,47,F,3,Uneducated,Divorced,$80K - $120K,Blue,36,3,2,3,4068.354181047076,274,3793.812064592945,0.8867317235770893,2535,42,0.650926894308357,0.09933659728986548,Attrited Customer
815323663,48,F,4,High School,Married,$40K - $60K,Blue,43,3,2,2,2708.0616603713897,8,2699.8467906761143,0.6942844115888305,2469,44,0.434648966811844,0.00023032344940030099,Attrited Customer
711842425,55,F,0,Graduate,Divorced,$80K - $120K,Blue,34,2,3,2,3088.0997309478917,107,2980.5888315099905,0.7367698974752042,4313,46,0.7508413291640533,0.016868864974566057,Attrited Customer
720246740,49,F,2,Post-Graduate,Divorced,$60K - $80K,Blue,33,2,3,4,2470.27000577041,951,1518.684764636047,0.6475857714548121,2605,46,0.5639871530190519,0.2650223496365468,Attrited Customer
789886299,50,M,3,Graduate,Married,$60K - $80K,Blue,41,3,1,3,3968.888231148144,117,3851.777202254626,0.8889275033136876,2288,38,1.43325808914609,0.025485301624496148,Attrited Customer
714072991,32,F,0,College,Married,$80K - $120K,Blue,22,2,1,2,4533.430921913303,2280,2252.462116230119,0.6962120393665351,2898,56,0.729506001831444,0.6679837019943107,Attrited Customer
710665483,46,M,2,High School,Married,$60K - $80K,Blue,34,3,2,4,8984.620266343532,0,8984.620266343532,0.6032671217470451,1930,42,0.430739347693323,0.0,Attrited Customer
827968741,56,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,3,4,3,7307.270903729259,690,6616.755261441518,0.7133249445298399,2098,44,0.4197589694211405,0.21141515008344036,Attrited Customer
717214284,40,F,3,Post-Graduate,Single,Less than $40K,Blue,27,2,2,3,1981.660779226073,308,1673.2407194754994,0.7398885255174246,2323,52,0.8035541020696984,0.12818094839952185,Attrited Customer
752643083,55,M,1,College,Married,$120K +,Blue,48,2,4,3,6790.456886362841,0,6790.456886362841,0.8511293465520339,1231,20,0.2569616611820598,0.0,Attrited Customer
713860666,49,F,2,High School,Married,Less than $40K,Blue,36,4,3,1,5483.393493683519,121,5361.415001446541,0.6252163643157806,1443,35,0.6064596530746682,0.020945801697258723,Attrited Customer
713393207,56,F,0,Post-Graduate,Single,$80K - $120K,Blue,45,3,2,3,16167.691811390801,931,15235.699123153669,0.7564435309099327,5039,52,0.510330592729798,0.031110867037004913,Attrited Customer
709220538,53,M,3,Uneducated,Married,$60K - $80K,Blue,42,1,3,2,12246.614183159234,0,12246.614183159234,0.6286564437490015,1809,33,0.2334942860157093,0.0,Attrited Customer
717625445,58,M,2,High School,Divorced,Less than $40K,Blue,50,5,4,2,1740.8384148677994,0,1740.8384148677994,0.7617765052102766,3190,51,0.6980972100059477,0.0,Attrited Customer
711153269,39,F,3,Graduate,Married,Less than $40K,Blue,29,2,2,3,6476.02260265526,2517,3959.02260265526,0.918510472114408,9326,74,0.6480889413249576,0.4293535336933084,Attrited Customer
719208556,44,M,2,Doctorate,Married,$60K - $80K,Blue,35,1,1,2,3731.1018789279306,0,3731.1018789279306,0.874159781764297,861,20,0.9653465399216745,0.0,Attrited Customer
717200219,44,M,2,Post-Graduate,Married,$60K - $80K,Blue,32,2,2,3,6538.060546323541,0,6538.060546323541,0.8437559581899116,2562,39,0.525967738861472,0.0,Attrited Customer
715724487,49,M,3,Graduate,Married,$60K - $80K,Blue,35,4,1,3,7519.752433395784,1659,5860.017622126762,0.5884440683121602,2109,49,0.5687034134659326,0.34182139888840674,Attrited Customer
789878302,45,F,4,Graduate,Single,$40K - $60K,Blue,35,4,3,3,6025.39431256518,1679,4345.406538913085,0.7777646697713854,2560,39,0.5781040205998978,0.27875102525697587,Attrited Customer
721260396,52,F,1,College,Single,Less than $40K,Platinum,41,5,3,3,8850.871264647203,898,7952.097297796188,0.5536076370536084,1863,38,0.28327227214795847,0.08327298734402372,Attrited Customer
787749394,48,F,3,Uneducated,Single,Less than $40K,Blue,38,5,2,2,3541.633898698092,2517,1024.6338986980918,0.7450634446535145,2489,39,0.34575956850935435,0.722025170616097,Attrited Customer
714403729,42,M,4,High School,Married,$60K - $80K,Blue,36,4,2,2,17977.960164161184,759,17218.67683787144,0.6182301871618705,4058,55,0.6108930736083534,0.022021328096603607,Attrited Customer
717716883,51,F,2,High School,Married,$120K +,Blue,41,3,3,2,11274.776029233919,0,11274.776029233919,0.8452624517832117,3188,43,0.6871493291940511,0.0,Attrited Customer
713277799,38,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,4,2,2,12398.550722034464,2517,9881.550722034464,0.9223069948088056,9256,80,0.9423733978288673,0.20730042724563538,Attrited Customer
779328410,48,F,3,Post-Graduate,Married,$80K - $120K,Blue,30,2,2,2,7909.016824207,587,7321.074278705689,0.9188678581596768,7053,57,0.7020445032681926,0.06492982518707496,Attrited Customer
716330135,48,F,3,High School,Married,Less than $40K,Blue,36,2,2,3,2768.131650306622,619,2148.654457138452,0.9466126792921473,3470,48,0.6301731362764142,0.19727772683043138,Attrited Customer
710661662,55,F,1,Uneducated,Single,Less than $40K,Blue,36,3,3,2,10336.513082485826,1517,8818.880981677332,0.5881386817955837,2621,47,0.4299164261035359,0.14832520855798226,Attrited Customer
772277696,41,F,2,High School,Married,Less than $40K,Blue,30,2,3,3,3565.15654816635,0,3565.15654816635,0.7408400107612256,2012,38,0.44236079591073424,0.0,Attrited Customer
719847366,51,M,1,Uneducated,Married,$40K - $60K,Blue,35,3,2,2,8342.354805424664,2462,5879.973945233201,0.8033579752283593,8087,72,1.0219673735133994,0.29153337160788856,Attrited Customer
713948649,57,F,1,Graduate,Married,$80K - $120K,Blue,46,4,2,2,2426.195537504392,323,2102.396053459576,0.698653467628636,1361,27,0.40159901748082677,0.13002474408037465,Attrited Customer
713572593,42,F,3,Graduate,Single,$40K - $60K,Blue,34,1,2,2,2208.823513326004,1573,635.6719211480158,0.6108697062888684,2078,45,0.5980936915760423,0.8126277018923161,Attrited Customer
715805895,47,F,2,High School,Single,$120K +,Blue,36,4,2,2,21345.098961320673,468,20876.857939871352,0.8388494103004115,5327,62,0.7588990667443802,0.06499636961473872,Attrited Customer
802563569,53,F,2,Graduate,Married,Less than $40K,Blue,47,2,4,2,1907.4494518975666,951,955.458547602938,0.6174117349136798,3055,43,0.5405399975025228,0.399350014568617,Attrited Customer
805515361,51,F,3,High School,Divorced,$80K - $120K,Blue,46,2,3,1,6598.66187302262,2482,4115.675710707282,0.9286486167080668,2588,49,0.5622567592038176,0.3748648159236506,Attrited Customer
716840913,47,F,3,Graduate,Married,$60K - $80K,Blue,35,2,2,4,3778.6267626745366,101,3677.322427576758,0.7001340134645408,5650,54,0.516224213659847,0.02038829385615669,Attrited Customer
719351027,51,F,3,High School,Divorced,$60K - $80K,Blue,37,5,2,4,3474.7003229393727,479,2994.812997317125,0.7603931366291455,2437,46,0.6722024987012692,0.25570056169896993,Attrited Customer
714185238,45,F,4,Doctorate,Married,$80K - $120K,Blue,36,3,2,2,1958.22598980248,0,1958.22598980248,0.6396176224303841,2301,38,0.3121910665215111,0.0,Attrited Customer
804388476,44,F,3,High School,Divorced,$80K - $120K,Blue,38,2,3,3,7782.213946245037,0,7782.213946245037,0.4667642674874412,2154,42,0.26983533870252424,0.0,Attrited Customer
714084287,51,F,1,Graduate,Married,$40K - $60K,Blue,44,2,1,1,3694.8722597700353,0,3694.8722597700353,0.6000580908301664,1701,36,0.6074146933473755,0.0,Attrited Customer
715658006,56,F,2,Doctorate,Married,Less than $40K,Blue,41,4,3,2,2766.20081776068,1756,1009.2457783944349,0.8387514957366325,2335,33,0.43366074274332134,0.6016769745093359,Attrited Customer
720128500,48,M,2,High School,Married,$60K - $80K,Blue,37,4,3,1,1915.6825724310413,142,1773.2780129909852,0.7476457230149164,2442,45,0.44532882616909863,0.05664536919948892,Attrited Customer
714364932,46,F,1,College,Married,Less than $40K,Blue,41,4,2,2,4727.35872196783,0,4727.35872196783,0.3825169588035594,4615,53,0.34401352522750084,0.0,Attrited Customer
721433424,45,M,2,Graduate,Married,$60K - $80K,Blue,33,2,2,2,4350.878253692508,2027,2323.3429314743917,0.6188069098619443,1770,36,0.3984449785371048,0.40115716744720775,Attrited Customer
715491425,40,F,4,High School,Married,Less than $40K,Blue,36,3,3,3,10588.886559446688,0,10588.886559446688,0.5195887116887898,5049,60,0.8382609013708993,0.0,Attrited Customer
719192401,46,F,2,Graduate,Married,$60K - $80K,Blue,35,1,1,2,4706.441226348566,0,4706.441226348566,0.8967417433962905,1446,26,0.8093741245380167,0.0,Attrited Customer
806194605,41,F,3,Graduate,Single,$60K - $80K,Blue,36,2,3,4,1876.244012143348,498,1378.2061854964445,0.6802019965205889,1854,28,0.7185725767090156,0.2307524561194763,Attrited Customer
815169929,54,F,0,Graduate,Married,$40K - $60K,Blue,49,1,4,4,18326.566147802434,2467,15858.705198282978,0.348843399207584,1858,42,0.3117043487270399,0.17965599212609815,Attrited Customer
711267958,47,M,4,Uneducated,Single,Less than $40K,Blue,36,2,3,2,22092.682911811327,0,22092.682911811327,0.6371689871695784,2399,40,0.479669942649545,0.0,Attrited Customer
779611208,44,F,4,Graduate,Married,$40K - $60K,Blue,27,2,2,3,8089.319335809176,0,8089.319335809176,0.734924192415181,5662,54,0.5491221454855266,0.0,Attrited Customer
720732596,51,F,3,Graduate,Married,Less than $40K,Blue,37,2,3,3,2460.2471900351748,186,2274.1929463543197,0.9046345536522218,3019,52,0.635898469342522,0.06790020851858018,Attrited Customer
818254342,50,F,1,Doctorate,Single,$40K - $60K,Blue,38,3,3,2,6112.7159378464285,652,5460.054132501784,0.7521833972831542,2281,38,0.6485979397839905,0.3380540899009168,Attrited Customer
714091844,52,F,2,High School,Married,$60K - $80K,Blue,43,3,2,3,2714.018347170741,93,2620.685565522145,0.5318438215237818,1946,39,0.45466577453279333,0.02432845019276185,Attrited Customer
718156382,50,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,2,1482.5987026891517,0,1482.5987026891517,0.8369572783101945,2477,36,0.38910348134369205,0.0,Attrited Customer
811174345,48,F,2,High School,Divorced,$120K +,Platinum,43,2,3,4,24682.263169728023,0,24682.263169728023,0.5755670356877522,1890,39,0.5938387475213281,0.0,Attrited Customer
708704352,43,F,2,Post-Graduate,Single,Less than $40K,Blue,36,2,2,2,3292.9966810009455,485,2807.379063715697,0.7335166780044161,2208,35,0.5850246934076332,0.15375725617705818,Attrited Customer
761899287,37,F,3,Graduate,Married,Less than $40K,Blue,30,3,3,3,9311.890881646817,56,9255.088817103582,0.5061643520726282,3123,49,0.5658433968758164,0.010280916659408931,Attrited Customer
720472515,47,F,3,Uneducated,Single,Less than $40K,Blue,29,2,2,3,29933.23184053663,541,29391.526177908454,0.4499805072234621,3486,50,0.49630419520550884,0.03562290635432997,Attrited Customer
708535476,35,F,1,Doctorate,Married,$80K - $120K,Blue,27,3,2,2,2890.8247225749374,2502,388.15942441340553,0.628827421648543,2655,46,0.5879183203930891,0.8657140929233139,Attrited Customer
709375471,39,F,1,Post-Graduate,Single,$80K - $120K,Blue,27,1,2,3,3173.828419445361,1544,1629.3170206187037,0.8246576191562641,5842,59,0.7194753328940362,0.36388369467787346,Attrited Customer
708804973,40,F,2,Doctorate,Divorced,Less than $40K,Blue,31,1,1,2,4081.0626083763473,194,3887.0328029595803,1.0097307338377937,4601,46,0.4907702699007358,0.019242625330588445,Attrited Customer
719315408,56,F,3,High School,Married,$80K - $120K,Blue,38,4,2,4,3269.2664673325157,1099,2170.1377141020675,0.8390988434448559,2402,44,0.6121482651672839,0.4685759421666647,Attrited Customer
